Date,Site,Sample,Depth,Volume,Root_Weight,Notes,wt_by_vol,Station_Name,SPEI_12_May,SPEI_6_May,SPEI_12_Sept,SPEI_6_Sept,precip_annual,precip_JJAS,precip_FMAM,precip_ONDJ,precip_intraCV,sitesampledepth
2005,DW,3,15-30,2250,757.5,NA,0.336666667,Deep Well,1.410297613,1.536146561,1.546358372,0.257242728,344.0247401,158.604398,78.473,106.9473421,3.762778338,DW 3 15-30
2005,DW,4,0-15,3300,124.9,NA,0.037848485,Deep Well,1.410297613,1.536146561,1.546358372,0.257242728,344.0247401,158.604398,78.473,106.9473421,3.762778338,DW 4 0-15
2005,DW,4,15-30,2500,129.2,NA,0.05168,Deep Well,1.410297613,1.536146561,1.546358372,0.257242728,344.0247401,158.604398,78.473,106.9473421,3.762778338,DW 4 15-30
2005,DW,5,0-15,3000,351.4,NA,0.117133333,Deep Well,1.410297613,1.536146561,1.546358372,0.257242728,344.0247401,158.604398,78.473,106.9473421,3.762778338,DW 5 0-15
2005,DW,5,15-30,2450,662.5,NA,0.270408163,Deep Well,1.410297613,1.536146561,1.546358372,0.257242728,344.0247401,158.604398,78.473,106.9473421,3.762778338,DW 5 15-30
2005,DW,6,0-15,2500,570.2,NA,0.22808,Deep Well,1.410297613,1.536146561,1.546358372,0.257242728,344.0247401,158.604398,78.473,106.9473421,3.762778338,DW 6 0-15
2005,DW,6,15-30,2600,451.6,NA,0.173692308,Deep Well,1.410297613,1.536146561,1.546358372,0.257242728,344.0247401,158.604398,78.473,106.9473421,3.762778338,DW 6 15-30
2005,DW,7,0-15,3400,1063.4,NA,0.312764706,Deep Well,1.410297613,1.536146561,1.546358372,0.257242728,344.0247401,158.604398,78.473,106.9473421,3.762778338,DW 7 0-15
2005,DW,7,15-30,1800,0,NA,0,Deep Well,1.410297613,1.536146561,1.546358372,0.257242728,344.0247401,158.604398,78.473,106.9473421,3.762778338,DW 7 15-30
2005,DW,8,0-15,3150,440.1,NA,0.139714286,Deep Well,1.410297613,1.536146561,1.546358372,0.257242728,344.0247401,158.604398,78.473,106.9473421,3.762778338,DW 8 0-15
2005,DW,8,15-30,2400,217.3,NA,0.090541667,Deep Well,1.410297613,1.536146561,1.546358372,0.257242728,344.0247401,158.604398,78.473,106.9473421,3.762778338,DW 8 15-30
2005,DW,9,0-15,2950,0,NA,0,Deep Well,1.410297613,1.536146561,1.546358372,0.257242728,344.0247401,158.604398,78.473,106.9473421,3.762778338,DW 9 0-15
2005,DW,9,15-30,1800,0,NA,0,Deep Well,1.410297613,1.536146561,1.546358372,0.257242728,344.0247401,158.604398,78.473,106.9473421,3.762778338,DW 9 15-30
2005,DW,10,0-15,2600,448.8,NA,0.172615385,Deep Well,1.410297613,1.536146561,1.546358372,0.257242728,344.0247401,158.604398,78.473,106.9473421,3.762778338,DW 10 0-15
2005,DW,10,15-30,2300,337.6,NA,0.146782609,Deep Well,1.410297613,1.536146561,1.546358372,0.257242728,344.0247401,158.604398,78.473,106.9473421,3.762778338,DW 10 15-30
2005,C,1,0-15,3300,575.8,NA,0.174484848,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 1 0-15
2005,C,1,15-30,2900,2773.3,NA,0.956310345,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 1 15-30
2005,C,2,0-15,2750,1082.4,NA,0.3936,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 2 0-15
2005,C,2,15-30,2500,2344.1,NA,0.93764,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 2 15-30
2005,C,3,0-15,2700,451.8,NA,0.167333333,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 3 0-15
2005,C,3,15-30,2300,1577.1,NA,0.685695652,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 3 15-30
2005,C,4,0-15,3200,889.4,NA,0.2779375,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 4 0-15
2005,C,4,15-30,1950,1726,NA,0.885128205,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 4 15-30
2005,C,5,0-15,3200,340.1,NA,0.10628125,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 5 0-15
2005,C,5,15-30,2000,811.1,NA,0.40555,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 5 15-30
2005,C,6,0-15,2750,427.8,NA,0.155563636,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 6 0-15
2005,C,6,15-30,1800,1954.1,NA,1.085611111,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 6 15-30
2005,C,7,0-15,2800,378.9,NA,0.135321429,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 7 0-15
2005,C,7,15-30,1700,122.1,NA,0.071823529,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 7 15-30
2005,C,8,0-15,2750,273.7,NA,0.099527273,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 8 0-15
2005,C,8,15-30,2700,3751.3,NA,1.38937037,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 8 15-30
2005,C,9,0-15,2200,403.9,NA,0.183590909,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 9 0-15
2005,C,9,15-30,2450,755,NA,0.308163265,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 9 15-30
2005,C,10,0-15,3000,551.5,NA,0.183833333,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 10 0-15
2005,C,10,15-30,2250,991.4,NA,0.440622222,Five Points,1.406119192,1.609642455,1.809910628,0.043108316,358.492,144.356,79.358,134.778,3.619831735,C 10 15-30
2006,DW,1,0-15,2250,128.48,Harvest_date_most_likely_processing_date,0.057102222,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 1 0-15
2006,DW,1,15-30,2750,280.46,NA,0.101985455,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 1 15-30
2006,DW,2,0-15,2250,813.32,NA,0.361475556,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 2 0-15
2006,DW,2,15-30,2000,293.04,NA,0.14652,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 2 15-30
2006,DW,3,0-15,3000,596.05,NA,0.198683333,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 3 0-15
2006,DW,3,15-30,2750,267.12,Volume_duplicate_2000mL,0.097134545,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 3 15-30
2006,DW,4,0-15,2250,473.28,NA,0.210346667,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 4 0-15
2006,DW,4,15-30,2250,0,Sample_Missing,0,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 4 15-30
2006,DW,5,0-15,3250,846.26,NA,0.260387692,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 5 0-15
2006,DW,5,15-30,2500,225.94,NA,0.090376,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 5 15-30
2006,DW,6,0-15,2750,639.99,NA,0.232723636,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 6 0-15
2006,DW,6,15-30,2250,379.94,NA,0.168862222,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 6 15-30
2006,DW,7,0-15,2750,746.09,NA,0.271305455,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 7 0-15
2006,DW,7,15-30,2500,151.65,NA,0.06066,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 7 15-30
2006,DW,8,0-15,3000,597.97,NA,0.199323333,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 8 0-15
2006,DW,8,15-30,2250,184.2,NA,0.081866667,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 8 15-30
2006,DW,9,0-15,2250,267.53,NA,0.118902222,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 9 0-15
2006,DW,9,15-30,2500,165.57,NA,0.066228,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 9 15-30
2006,DW,10,0-15,2000,647.68,NA,0.32384,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 10 0-15
2006,DW,10,15-30,2000,179.01,NA,0.089505,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DW 10 15-30
2006,DWB,1,0-15,1250,710.91,NA,0.568728,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 1 0-15
2006,DWB,1,15-30,1250,143.78,NA,0.115024,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 1 15-30
2006,DWB,2,0-15,2500,824.25,NA,0.3297,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 2 0-15
2006,DWB,2,15-30,3500,366.1,Volume_duplicate_500mL,0.1046,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 2 15-30
2006,DWB,3,0-15,2250,817.31,NA,0.363248889,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 3 0-15
2006,DWB,4,0-15,2250,556.7,NA,0.247422222,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 4 0-15
2006,DWB,4,15-30,1750,179.1,NA,0.102342857,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 4 15-30
2006,DWB,5,0-15,3250,293.61,NA,0.090341538,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 5 0-15
2006,DWB,5,15-30,2250,97.03,NA,0.043124444,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 5 15-30
2006,DWB,6,0-15,2500,907.02,NA,0.362808,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 6 0-15
2006,DWB,6,15-30,2250,255.96,NA,0.11376,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 6 15-30
2006,DWB,7,0-15,2750,861.43,NA,0.313247273,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 7 0-15
2006,DWB,7,15-30,3000,576.41,Volume_duplicate_2000mL,0.192136667,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 7 15-30
2006,DWB,8,15-30,3000,134.81,NA,0.044936667,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 8 15-30
2006,DWB,9,0-15,2500,693.13,NA,0.277252,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 9 0-15
2006,DWB,9,15-30,2250,341.04,NA,0.151573333,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 9 15-30
2006,DWB,10,0-15,2750,825.77,NA,0.30028,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 10 0-15
2006,DWB,10,15-30,2000,267.87,NA,0.133935,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 10 15-30
2006,DWB,11,0-15,2750,1652,NA,0.600727273,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 11 0-15
2006,DWB,11,15-30,2500,140.8,NA,0.05632,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 11 15-30
2006,DWB,12,0-15,2000,624.61,NA,0.312305,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 12 0-15
2006,DWB,12,15-30,1500,173.73,NA,0.11582,Deep Well,-0.906304736,-1.796468811,-0.461999124,0.370025174,224.634,196.016,8.309,20.309,4.59597501,DWB 12 15-30
2006,C,1,15-30,3250,81.15,NA,0.024969231,Five Points,-0.850334844,-1.702474964,0.801514932,1.620744498,287.758,257.869,8.403,21.486,4.798732349,C 1 15-30
2006,C,2,0-15,2750,0,Envelope_was_empty,0,Five Points,-0.850334844,-1.702474964,0.801514932,1.620744498,287.758,257.869,8.403,21.486,4.798732349,C 2 0-15
2006,C,2,15-30,2250,368.12,NA,0.163608889,Five Points,-0.850334844,-1.702474964,0.801514932,1.620744498,287.758,257.869,8.403,21.486,4.798732349,C 2 15-30
2006,C,3,0-15,2500,161.53,NA,0.064612,Five Points,-0.850334844,-1.702474964,0.801514932,1.620744498,287.758,257.869,8.403,21.486,4.798732349,C 3 0-15
2006,C,3,15-30,2500,437.3,NA,0.17492,Five Points,-0.850334844,-1.702474964,0.801514932,1.620744498,287.758,257.869,8.403,21.486,4.798732349,C 3 15-30
2006,C,4,0-15,2250,22.55,NA,0.010022222,Five Points,-0.850334844,-1.702474964,0.801514932,1.620744498,287.758,257.869,8.403,21.486,4.798732349,C 4 0-15
2006,C,4,15-30,3500,0,Envelope_was_empty,0,Five Points,-0.850334844,-1.702474964,0.801514932,1.620744498,287.758,257.869,8.403,21.486,4.798732349,C 4 15-30
2006,C,5,0-15,3000,158.62,NA,0.052873333,Five Points,-0.850334844,-1.702474964,0.801514932,1.620744498,287.758,257.869,8.403,21.486,4.798732349,C 5 0-15
